Scientific_Name,Duration,Active_Growth_Period,Foliage_Color,pH_Min,pH_Max,Precip_Min,Precip_Max,Shade_Tolerance,Temp_Min_F
Smallanthus uvedalius,Perennial,,,,,,,,
Smilax,,,,,,,,,
Smilax bona-nox,Perennial,Spring and Summer,Green,4.5,8.5,20,60,Tolerant,-18
Smilax bona-nox var. bona-nox,Perennial,,,,,,,,
Smilax ecirrhata,Perennial,,,,,,,,
Smilax glauca,Perennial,Spring and Summer,Gray-Green,4.5,7.5,35,60,Tolerant,-13
Smilax herbacea,Perennial,,,,,,,,
Smilax laurifolia,Perennial,Spring and Summer,Green,4,7,45,60,Tolerant,-8
Smilax pseudochina,Perennial,,,,,,,,
Smilax pulverulenta,Perennial,,,,,,,,
Smilax rotundifolia,Perennial,Summer,Green,5,7.5,32,60,Intolerant,-33
Smilax tamnoides,Perennial,,,,,,,,
Smilax walteri,Perennial,Spring and Summer,Green,4,7,40,60,Tolerant,-8
Solanum,,,,,,,,,
Solanum adscendens,Annual,,,,,,,,
Solanum carolinense,Perennial,,,,,,,,
Solanum carolinense var. carolinense,Perennial,,,,,,,,
Solanum dulcamara,Perennial,,,,,,,,
Solanum dulcamara var. dulcamara,Perennial,,,,,,,,
Solanum elaeagnifolium,Perennial,,,,,,,,
Solanum lycopersicum,"Annual, Perennial",,,,,,,,
Solanum lycopersicum var. lycopersicum,"Annual, Perennial",Year Round,Green,5.5,7,60,80,Intermediate,32
Solanum nigrum,"Annual, Perennial",,,,,,,,
Solanum physalifolium,Annual,,,,,,,,
Solanum ptycanthum,Annual,,,,,,,,
Solanum rostratum,Annual,,,,,,,,
Solanum torvum,Perennial,,,,,,,,
Solanum tuberosum,Perennial,,,,,,,,
Solanum virginianum,Annual,,,,,,,,
Solidago,,,,,,,,,
Solidago altissima,Perennial,,,,,,,,
Solidago arguta,Perennial,,,,,,,,
Solidago arguta var. arguta,Perennial,,,,,,,,
Solidago arguta var. caroliniana,Perennial,,,,,,,,
Solidago arguta var. harrisii,Perennial,,,,,,,,
Solidago bicolor,Perennial,,,,,,,,
Solidago caesia,Perennial,Spring and Summer,Dark Green,5.5,7,32,50,Intermediate,-28
Solidago canadensis,Perennial,Spring and Summer,Green,4.8,7.5,16,60,Intolerant,-43
Solidago canadensis var. gilvocanescens,Perennial,,,,,,,,
Solidago canadensis var. hargeri,Perennial,,,,,,,,
Solidago curtisii,Perennial,,,,,,,,
Solidago erecta,Perennial,,,,,,,,
Solidago fistulosa,Perennial,Summer and Fall,Dark Green,4.5,7,40,65,Tolerant,7
Solidago flexicaulis,Perennial,"Spring, Summer, Fall",Green,5.3,7,20,55,Intermediate,-18
Solidago gigantea,Perennial,Summer,Green,4,8,14,50,Intermediate,-33
Solidago hispida,Perennial,,,,,,,,
Solidago hispida var. hispida,Perennial,,,,,,,,
Solidago juncea,Perennial,,,,,,,,
Solidago latissimifolia,Perennial,,,,,,,,
Solidago missouriensis,Perennial,"Spring, Summer, Fall",Green,5.5,7.5,12,35,Intermediate,-38
Solidago missouriensis var. fasciculata,Perennial,,,,,,,,
Solidago nemoralis,Perennial,Spring and Summer,Green,6.5,7.5,15,45,Intolerant,-33
Solidago nemoralis var. nemoralis,Perennial,,,,,,,,
Solidago odora,Perennial,,,,,,,,
Solidago odora var. odora,Perennial,,,,,,,,
Solidago patula,Perennial,Summer,Green,4.5,7,20,60,Intermediate,-43
Solidago patula var. patula,Perennial,,,,,,,,
Solidago puberula,Perennial,,,,,,,,
Solidago puberula var. puberula,Perennial,,,,,,,,
Solidago puberula var. pulverulenta,Perennial,,,,,,,,
Solidago roanensis,Perennial,,,,,,,,
Solidago rugosa,Perennial,Spring and Summer,Green,5,7.5,24,60,Intermediate,-33
Solidago rugosa ssp. aspera,Perennial,,,,,,,,
Solidago rugosa ssp. rugosa,Perennial,,,,,,,,
Solidago rugosa ssp. rugosa var. rugosa,Perennial,,,,,,,,
Solidago rugosa ssp. rugosa var. villosa,Perennial,,,,,,,,
Solidago rupestris,Perennial,,,,,,,,
Solidago sempervirens,Perennial,Spring and Summer,Dark Green,5.5,7.5,35,60,Intolerant,-13
Solidago sempervirens var. mexicana,Perennial,,,,,,,,
Solidago sempervirens var. sempervirens,Perennial,,,,,,,,
Solidago simplex,Perennial,,,,,,,,
Solidago simplex ssp. randii,Perennial,,,,,,,,
Solidago simplex ssp. randii var. racemosa,Perennial,,,,,,,,
Solidago speciosa,Perennial,,,,,,,,
Solidago speciosa var. speciosa,Perennial,,,,,,,,
Solidago squarrosa,Perennial,,,,,,,,
Solidago stricta,Perennial,,,,,,,,
Solidago uliginosa,Perennial,,,,,,,,
Solidago uliginosa var. uliginosa,Perennial,"Spring, Summer, Fall",Green,4.5,5.7,36,55,Intermediate,-23
Solidago ulmifolia,Perennial,,,,,,,,
Solidago ulmifolia var. ulmifolia,Perennial,,,,,,,,
Sonchus,,,,,,,,,
Sonchus arvensis,Perennial,,,,,,,,
Sonchus arvensis ssp. arvensis,Perennial,,,,,,,,
Sonchus arvensis ssp. uliginosus,Perennial,,,,,,,,
Sonchus asper,Annual,,,,,,,,
Sonchus oleraceus,Annual,,,,,,,,
Sorbus,,,,,,,,,
Sorbus americana,Perennial,Spring and Summer,Green,5.3,6.8,24,60,Intermediate,-38
Sorbus aucuparia,Perennial,Spring and Summer,Green,5.5,7.5,28,60,Intermediate,-33
Sorghastrum,,,,,,,,,
Sorghastrum elliottii,Perennial,,,,,,,,
Sorghastrum nutans,Perennial,Summer and Fall,Green,4.8,8,11,45,Intolerant,-38
Sorghum,,,,,,,,,
Sorghum bicolor,Annual,Summer and Fall,Green,5.5,7.5,18,60,Intolerant,47
Sorghum bicolor ssp. bicolor,Annual,Summer and Fall,Green,5.5,7.5,18,60,Intolerant,47
Sorghum halepense,Perennial,Summer and Fall,Green,5,7,32,60,Intolerant,-13
Sparganium,,,,,,,,,
Sparganium americanum,Perennial,Spring,Green,4.9,7.3,35,50,Intermediate,-33
Sparganium androcladum,Perennial,,,,,,,,
Sparganium emersum,Perennial,,,,,,,,
Sparganium eurycarpum,Perennial,Spring,Green,5,8.5,10,50,Intermediate,-33
Spartina,,,,,,,,,
Spartina alterniflora,Perennial,Spring and Summer,Green,5.4,7,40,100,Intolerant,-23
Spartina ?caespitosa,Perennial,,,,,,,,
Spartina cynosuroides,Perennial,Spring and Summer,Green,5.8,7.5,40,60,Intolerant,-3
Spartina patens,Perennial,Spring and Summer,Green,5.5,7.5,36,65,Intolerant,-3
Spartina pectinata,Perennial,Spring and Summer,Green,6,8.5,14,35,Intolerant,-38
Spergula,,,,,,,,,
Spergula arvensis,Annual,,,,,,,,
Spergularia,,,,,,,,,
Spergularia rubra,"Annual, Perennial",,,,,,,,
Spergularia salina,"Annual, Biennial, Perennial",,,,,,,,
Spermacoce,,,,,,,,,
Spermacoce glabra,Perennial,,,,,,,,
Spermolepis,,,,,,,,,
Spermolepis inermis,Annual,,,,,,,,
Sphaeralcea,,,,,,,,,
Sphaeralcea angustifolia,Perennial,,,,,,,,
Sphagnum,,,,,,,,,
Sphagnum atlanticum,,,,,,,,,
Sphagnum compactum,,,,,,,,,
Sphenopholis,,,,,,,,,
Sphenopholis intermedia,Perennial,,,,,,,,
Sphenopholis nitida,Perennial,,,,,,,,
Sphenopholis obtusata,"Annual, Perennial",Spring,Green,5,7.5,10,60,Intermediate,-43
Sphenopholis pensylvanica,Perennial,,,,,,,,
Spigelia,,,,,,,,,
Spigelia marilandica,Perennial,,,,,,,,
Spiraea,,,,,,,,,
Spiraea alba,Perennial,Spring and Summer,Green,4.3,6.8,18,55,Intermediate,-33
Spiraea alba var. alba,Perennial,,,,,,,,
Spiraea alba var. latifolia,Perennial,,,,,,,,
Spiraea betulifolia,Perennial,Spring and Summer,Green,6,7.5,14,24,Tolerant,-38
Spiraea betulifolia var. corymbosa,Perennial,,,,,,,,
Spiraea ?billiardii,Perennial,,,,,,,,
Spiraea japonica,Perennial,,,,,,,,
Spiraea japonica var. fortunei,Perennial,,,,,,,,
Spiraea prunifolia,Perennial,,,,,,,,
Spiraea thunbergii,Perennial,,,,,,,,
Spiraea tomentosa,Perennial,Spring and Summer,Green,4.5,7,30,60,Intolerant,-33
Spiraea ?vanhouttei,Perennial,,,,,,,,
Spiranthes,,,,,,,,,
Spiranthes cernua,Perennial,Spring and Summer,Green,4.5,6.5,24,55,Intolerant,-38
Spiranthes lacera,Perennial,,,,,,,,
Spiranthes lacera var. gracilis,Perennial,,,,,,,,
Spiranthes lacera var. lacera,Perennial,,,,,,,,
Spiranthes laciniata,Perennial,,,,,,,,
Spiranthes lucida,Perennial,,,,,,,,
Spiranthes ochroleuca,Perennial,,,,,,,,
Spiranthes odorata,Perennial,,,,,,,,
Spiranthes ovalis,Perennial,,,,,,,,
Spiranthes ovalis var. erostellata,Perennial,,,,,,,,
Spiranthes praecox,Perennial,,,,,,,,
Spiranthes tuberosa,Perennial,,,,,,,,
Spiranthes vernalis,Perennial,,,,,,,,
Spirodela,,,,,,,,,
Spirodela polyrrhiza,Perennial,Spring,Green,5,8.6,12,55,Intermediate,-38
Sporobolus,,,,,,,,,
Sporobolus clandestinus,Perennial,,,,,,,,
Sporobolus compositus,Perennial,,,,,,,,
Sporobolus compositus var. compositus,Perennial,Spring and Summer,Green,5.5,7,16,50,Intolerant,-38
Sporobolus heterolepis,Perennial,Spring and Summer,Green,6,7.2,20,35,Intermediate,-38
Sporobolus indicus,"Annual, Perennial",,,,,,,,
Sporobolus indicus var. indicus,"Annual, Perennial",,,,,,,,
Sporobolus neglectus,Annual,,,,,,,,
Sporobolus pyramidatus,"Annual, Perennial",,,,,,,,
Sporobolus vaginiflorus,Annual,,,,,,,,
Sporobolus vaginiflorus var. vaginiflorus,Annual,,,,,,,,
Sporobolus virginicus,Perennial,Year Round,Green,6,8,20,40,Intermediate,17
Stachys,,,,,,,,,
Stachys aspera,Annual,,,,,,,,
Stachys clingmanii,Annual,,,,,,,,
Stachys cordata,Perennial,,,,,,,,
Stachys hyssopifolia,Annual,,,,,,,,
Stachys latidens,Perennial,,,,,,,,
Stachys longispicata,Perennial,,,,,,,,
Stachys palustris,Perennial,Spring and Summer,Dark Green,5.7,8,14,55,Intermediate,-38
Stachys tenuifolia,Perennial,Spring and Summer,Green,5.7,7.4,28,55,Tolerant,-33
Staphylea,,,,,,,,,
Staphylea trifolia,Perennial,,,,,,,,
Stellaria,,,,,,,,,
Stellaria alsine,Annual,,,,,,,,
Stellaria borealis,Perennial,,,,,,,,
Stellaria borealis ssp. borealis,Perennial,,,,,,,,
Stellaria graminea,Perennial,,,,,,,,
Stellaria longifolia,Perennial,Spring and Summer,Dark Green,4,6.5,14,55,Tolerant,-38
Stellaria longifolia var. longifolia,Perennial,,,,,,,,
Stellaria longipes,Perennial,Spring,Green,4.8,8.5,10,55,Intermediate,-33
Stellaria longipes ssp. longipes,Perennial,,,,,,,,
Stellaria media,"Annual, Perennial",,,,,,,,
Stellaria media ssp. media,"Annual, Perennial",,,,,,,,
Stellaria pubera,Perennial,,,,,,,,
Stenanthium,,,,,,,,,
Stenanthium gramineum,Perennial,,,,,,,,
Stenanthium gramineum var. gramineum,Perennial,,,,,,,,
Stenanthium gramineum var. robustum,Perennial,,,,,,,,
Streptopus,,,,,,,,,
Streptopus amplexifolius,Perennial,,,,,,,,
Streptopus amplexifolius var. amplexifolius,Perennial,,,,,,,,
Streptopus lanceolatus,Perennial,,,,,,,,
Streptopus lanceolatus var. lanceolatus,Perennial,,,,,,,,
Streptopus lanceolatus var. roseus,Perennial,,,,,,,,
Strophostyles,,,,,,,,,
Strophostyles helvola,Annual,,,,,,,,
Strophostyles leiosperma,Annual,,,,,,,,
Strophostyles umbellata,Perennial,,,,,,,,
Stuckenia,,,,,,,,,
Stuckenia pectinata,Perennial,,,,,,,,
Stylophorum,,,,,,,,,
Stylophorum diphyllum,Perennial,,,,,,,,
Stylosanthes,,,,,,,,,
Stylosanthes biflora,Perennial,,,,,,,,
Styphnolobium,,,,,,,,,
Styphnolobium japonicum,Perennial,,,,,,,,
Suaeda,,,,,,,,,
Suaeda linearis,Annual,,,,,,,,
Suaeda maritima,Perennial,,,,,,,,
Suaeda maritima ssp. maritima,Perennial,,,,,,,,
Symphoricarpos,,,,,,,,,
Symphoricarpos albus,Perennial,Spring and Summer,Green,6,7.8,12,45,Intolerant,-38
Symphoricarpos albus var. albus,Perennial,,,,,,,,
Symphoricarpos albus var. laevigatus,Perennial,,,,,,,,
Symphoricarpos occidentalis,Perennial,Spring,Green,6.6,8,12,45,Intermediate,-36
Symphoricarpos orbiculatus,Perennial,Spring and Summer,Green,5.5,7.5,15,60,Intermediate,-23
Symphyotrichum,,,,,,,,,
Symphyotrichum ?amethystinum,Perennial,,,,,,,,
Symphyotrichum concolor,Perennial,,,,,,,,
Symphyotrichum cordifolium,Perennial,"Spring, Summer, Fall",Gray-Green,5.7,7.5,16,50,Intolerant,-38
Symphyotrichum depauperatum,Perennial,,,,,,,,
Symphyotrichum drummondii,Perennial,,,,,,,,
Symphyotrichum drummondii var. drummondii,Perennial,,,,,,,,
Symphyotrichum dumosum,Perennial,,,,,,,,
Symphyotrichum dumosum var. dumosum,Perennial,,,,,,,,
Symphyotrichum dumosum var. strictior,Perennial,,,,,,,,
Symphyotrichum dumosum var. subulifolium,Perennial,,,,,,,,
Symphyotrichum ericoides,Perennial,,,,,,,,
Symphyotrichum ericoides var. ericoides,Perennial,,,,,,,,
Symphyotrichum laeve,Perennial,,,,,,,,
Symphyotrichum laeve var. concinnum,Perennial,,,,,,,,
Symphyotrichum laeve var. laeve,Perennial,Spring and Summer,Green,5.8,7.8,20,35,Intolerant,-43
Symphyotrichum lanceolatum,Perennial,,,,,,,,
Symphyotrichum lanceolatum ssp. lanceolatum,Perennial,,,,,,,,
Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum,Perennial,,,,,,,,
Symphyotrichum lanceolatum ssp. lanceolatum var. latifolium,Perennial,,,,,,,,
Symphyotrichum lateriflorum,Perennial,,,,,,,,
Symphyotrichum lateriflorum var. horizontale,Perennial,,,,,,,,
Symphyotrichum lateriflorum var. lateriflorum,Perennial,"Spring, Summer, Fall",Green,5.2,7.2,26,60,Intolerant,-38
Symphyotrichum lowrieanum,Perennial,,,,,,,,
Symphyotrichum novae-angliae,Perennial,,,,,,,,
Symphyotrichum novi-belgii,Perennial,,,,,,,,
Symphyotrichum novi-belgii var. elodes,Perennial,,,,,,,,
Symphyotrichum novi-belgii var. novi-belgii,Perennial,"Spring, Summer, Fall",Green,5.5,7,40,60,Intolerant,-33
Symphyotrichum oblongifolium,Perennial,,,,,,,,
Symphyotrichum patens,Perennial,,,,,,,,
Symphyotrichum patens var. gracile,Perennial,,,,,,,,
Symphyotrichum patens var. patens,Perennial,"Spring, Summer, Fall",Dark Green,4.9,6.9,30,55,Tolerant,-38
Symphyotrichum phlogifolium,Perennial,,,,,,,,
Symphyotrichum pilosum,Perennial,,,,,,,,
Symphyotrichum pilosum var. pilosum,Perennial,"Spring, Summer, Fall",Green,5.4,7,28,50,Tolerant,-33
Symphyotrichum pilosum var. pringlei,Perennial,,,,,,,,
Symphyotrichum praealtum,Perennial,,,,,,,,
Symphyotrichum praealtum var. angustior,Perennial,,,,,,,,
Symphyotrichum prenanthoides,Perennial,"Spring, Summer, Fall",Green,5.5,7.2,30,50,Intolerant,-38
Symphyotrichum puniceum,Perennial,,,,,,,,
Symphyotrichum puniceum var. puniceum,Perennial,"Spring, Summer, Fall",Green,4.5,7.5,17,25,Intolerant,-35
Symphyotrichum racemosum,Perennial,,,,,,,,
Symphyotrichum shortii,Perennial,,,,,,,,
Symphyotrichum subulatum,"Annual, Biennial","Spring, Summer, Fall",Green,5.6,7,16,50,Intolerant,-3
Symphyotrichum tenuifolium,Perennial,,,,,,,,
Symphyotrichum undulatum,Perennial,,,,,,,,
Symphyotrichum urophyllum,Perennial,,,,,,,,
Symphytum,,,,,,,,,
Symphytum asperum,Perennial,,,,,,,,
Symphytum officinale,Perennial,,,,,,,,
Symplocarpus,,,,,,,,,
Symplocarpus foetidus,Perennial,Spring,Green,4,7,40,60,Tolerant,-33
Symplocos,,,,,,,,,
Symplocos tinctoria,Perennial,Spring and Summer,Yellow-Green,4.5,6.5,40,100,Tolerant,-22
Syringa,,,,,,,,,
Syringa ?persica,Perennial,,,,,,,,
Syringa vulgaris,Perennial,Spring and Summer,Green,5.8,7.8,30,50,Intermediate,-38
Taenidia,,,,,,,,,
Taenidia integerrima,Perennial,,,,,,,,
Taenidia montana,Perennial,,,,,,,,
Tagetes,,,,,,,,,
Tagetes erecta,Annual,,,,,,,,
Tagetes minuta,Annual,,,,,,,,
Tagetes pusilla,Annual,,,,,,,,
Tanacetum,,,,,,,,,
Tanacetum balsamita,Perennial,,,,,,,,
Tanacetum parthenium,Perennial,,,,,,,,
Tanacetum vulgare,Perennial,,,,,,,,
Taraxacum,,,,,,,,,
Taraxacum laevigatum,Perennial,,,,,,,,
Taraxacum officinale,Perennial,Spring and Fall,Green,4.8,7.5,12,55,Intermediate,-38
Taraxacum officinale ssp. officinale,Perennial,,,,,,,,
Taxodium,,,,,,,,,
Taxodium distichum,Perennial,Spring and Summer,Green,4.5,6,40,65,Intermediate,-18
Taxus,,,,,,,,,
Taxus canadensis,Perennial,Spring and Summer,Green,5.3,7.5,12,50,Tolerant,-28
Teesdalia,,,,,,,,,
Teesdalia nudicaulis,Annual,,,,,,,,
Tephrosia,,,,,,,,,
Tephrosia purpurea,Perennial,,,,,,,,
Tephrosia spicata,Perennial,,,,,,,,
Tephrosia virginiana,Perennial,,,,,,,,
Teucrium,,,,,,,,,
Teucrium canadense,Perennial,Spring and Summer,White-Gray,4.5,8,20,60,Intermediate,-43
Teucrium canadense var. canadense,Perennial,,,,,,,,
Teucrium laciniatum,Perennial,,,,,,,,
Thalictrum,,,,,,,,,
Thalictrum coriaceum,Perennial,,,,,,,,
Thalictrum dioicum,Perennial,,,,,,,,
Thalictrum macrostylum,Perennial,,,,,,,,
Thalictrum pubescens,Perennial,,,,,,,,
Thalictrum revolutum,Perennial,,,,,,,,
Thalictrum thalictroides,Perennial,,,,,,,,
Thaspium,,,,,,,,,
Thaspium barbinode,Perennial,,,,,,,,
Thaspium trifoliatum,Perennial,,,,,,,,
Thaspium trifoliatum var. aureum,Perennial,,,,,,,,
Thelypteris,,,,,,,,,
Thelypteris noveboracensis,Perennial,Spring,Yellow-Green,4,7,30,60,Tolerant,-28
Thelypteris palustris,Perennial,,,,,,,,
Thelypteris palustris var. pubescens,Perennial,,,,,,,,
Thelypteris simulata,Perennial,,,,,,,,
Themeda,,,,,,,,,
Themeda arguens,"Annual, Perennial",,,,,,,,
Thermopsis,,,,,,,,,
Thermopsis villosa,Perennial,,,,,,,,
Thlaspi,,,,,,,,,
Thlaspi alliaceum,Annual,,,,,,,,
Thlaspi arvense,Annual,,,,,,,,
Thuja,,,,,,,,,
Thuja occidentalis,Perennial,Spring and Summer,Green,5.2,7,35,55,Intermediate,-33
Thymus,,,,,,,,,
Thymus praecox,Perennial,,,,,,,,
Thymus praecox ssp. arcticus,Perennial,,,,,,,,
Thymus pulegioides,Perennial,,,,,,,,
Tiarella,,,,,,,,,
Tiarella cordifolia,Perennial,,,,,,,,
Tiarella cordifolia var. collina,Perennial,,,,,,,,
Tiarella cordifolia var. cordifolia,Perennial,,,,,,,,
Tilia,,,,,,,,,
Tilia americana,Perennial,Spring and Summer,Green,4.5,7.5,21,80,Tolerant,-46
Tilia americana var. americana,Perennial,,,,,,,,
Tilia americana var. heterophylla,Perennial,Spring and Summer,Green,5,6.6,35,80,Tolerant,-21
Tilia cordata,Perennial,Spring and Summer,Green,4.8,7.2,30,60,Intermediate,-33
Tillandsia,,,,,,,,,
Tillandsia usneoides,Perennial,Spring and Summer,White-Gray,6,6.9,40,75,Tolerant,22
Tipularia,,,,,,,,,
Tipularia discolor,Perennial,,,,,,,,
Toona,,,,,,,,,
Toona ciliata,Perennial,,,,,,,,
Toona ciliata ssp. ciliata,Perennial,,,,,,,,
Toona ciliata ssp. ciliata var. australis,Perennial,,,,,,,,
Torilis,,,,,,,,,
Torilis arvensis,Annual,,,,,,,,
Torilis arvensis ssp. arvensis,Annual,,,,,,,,
Torilis japonica,Annual,,,,,,,,
Torilis nodosa,Annual,,,,,,,,
Torreyochloa,,,,,,,,,
Torreyochloa pallida,Perennial,,,,,,,,
Torreyochloa pallida var. pallida,Perennial,,,,,,,,
Toxicodendron,,,,,,,,,
Toxicodendron pubescens,Perennial,,,,,,,,
Toxicodendron radicans,Perennial,,,,,,,,
Toxicodendron radicans ssp. negundo,Perennial,,,,,,,,
Toxicodendron radicans ssp. radicans,Perennial,,,,,,,,
Toxicodendron rydbergii,Perennial,,,,,,,,
Toxicodendron vernix,Perennial,,,,,,,,
Trachelospermum,,,,,,,,,
Trachelospermum difforme,Perennial,,,,,,,,
Tradescantia,,,,,,,,,
Tradescantia ohiensis,Perennial,,,,,,,,
Tradescantia virginiana,Perennial,Spring,Green,4,8,25,55,Intermediate,-38
Tragopogon,,,,,,,,,
Tragopogon dubius,"Annual, Biennial",Spring and Summer,Green,6.5,7.5,6,40,Intolerant,-28
Tragopogon lamottei,Biennial,,,,,,,,
Tragopogon porrifolius,Biennial,Spring and Summer,Green,5.2,7.8,14,55,Intermediate,-28
Tragus,,,,,,,,,
Tragus racemosus,Annual,,,,,,,,
Trapa,,,,,,,,,
Trapa natans,Perennial,,,,,,,,
Trautvetteria,,,,,,,,,
Trautvetteria caroliniensis,Perennial,,,,,,,,
Trautvetteria caroliniensis var. caroliniensis,Perennial,,,,,,,,
Triadenum,,,,,,,,,
Triadenum fraseri,Perennial,,,,,,,,
Triadenum tubulosum,Perennial,,,,,,,,
Triadenum virginicum,Perennial,,,,,,,,
Triadenum walteri,Perennial,,,,,,,,
Triantha,,,,,,,,,
Triantha glutinosa,Perennial,,,,,,,,
Triantha racemosa,Perennial,,,,,,,,
Trianthema,,,,,,,,,
Trianthema portulacastrum,"Annual, Perennial",,,,,,,,
Tribulus,,,,,,,,,
Tribulus terrestris,Annual,,,,,,,,
Trichomanes,,,,,,,,,
Trichomanes intricatum,Perennial,,,,,,,,
Trichophorum,,,,,,,,,
Trichophorum planifolium,Perennial,,,,,,,,
Trichostema,,,,,,,,,
Trichostema brachiatum,Annual,,,,,,,,
Trichostema dichotomum,Annual,,,,,,,,
Trichostema setaceum,Annual,,,,,,,,
Tridens,,,,,,,,,
Tridens flavus,Perennial,Summer,Green,4.5,6.5,17,60,Intolerant,-23
Tridens flavus var. flavus,Perennial,,,,,,,,
Trientalis,,,,,,,,,
Trientalis borealis,Perennial,,,,,,,,
Trientalis borealis ssp. borealis,Perennial,,,,,,,,
Trifolium,,,,,,,,,
Trifolium arvense,Annual,,,,,,,,
Trifolium aureum,"Annual, Biennial",,,,,,,,
Trifolium campestre,"Annual, Biennial",,,,,,,,
Trifolium dubium,Annual,,,,,,,,
Trifolium hybridum,"Annual, Perennial",Spring and Summer,Green,5.6,7.5,26,60,Intolerant,-38
Trifolium incarnatum,Annual,"Fall, Winter and Spring",Green,5.5,7.5,32,65,Intolerant,-7
Trifolium medium,Perennial,,,,,,,,
Trifolium pratense,"Biennial, Perennial",Spring and Summer,Green,5.5,7.6,18,65,Intolerant,-34
Trifolium reflexum,"Annual, Biennial",,,,,,,,
Trifolium repens,Perennial,"Spring, Summer, Fall",Green,5.2,8,24,70,Intolerant,-62
Trifolium resupinatum,Annual,,,,,,,,
Trifolium virginicum,Perennial,,,,,,,,
Triglochin,,,,,,,,,
Triglochin maritima,Perennial,,,,,,,,
Triglochin striata,Perennial,,,,,,,,
Trigonella,,,,,,,,,
Trigonella caerulea,Annual,,,,,,,,
Trigonella foenum-graecum,Annual,,,,,,,,
Trillium,,,,,,,,,
Trillium cernuum,Perennial,,,,,,,,
Trillium cuneatum,Perennial,,,,,,,,
Trillium erectum,Perennial,,,,,,,,
Trillium flexipes,Perennial,,,,,,,,
Trillium grandiflorum,Perennial,,,,,,,,
Trillium luteum,Perennial,,,,,,,,
Trillium nivale,Perennial,,,,,,,,
Trillium pusillum,Perennial,,,,,,,,
Trillium pusillum var. virginianum,Perennial,,,,,,,,
Trillium sessile,Perennial,,,,,,,,
Trillium undulatum,Perennial,,,,,,,,
Triodanis,,,,,,,,,
Triodanis perfoliata,Annual,,,,,,,,
Triosteum,,,,,,,,,
Triosteum angustifolium,Perennial,,,,,,,,
Triosteum aurantiacum,Perennial,,,,,,,,
Triosteum aurantiacum var. aurantiacum,Perennial,,,,,,,,
Triosteum aurantiacum var. glaucescens,Perennial,,,,,,,,
Triosteum perfoliatum,Perennial,,,,,,,,
Triphora,,,,,,,,,
Triphora trianthophora,Perennial,,,,,,,,
Triplasis,,,,,,,,,
Triplasis purpurea,Annual,,,,,,,,
Tripleurospermum,,,,,,,,,
Tripleurospermum perforatum,Annual,,,,,,,,
Tripsacum,,,,,,,,,
Tripsacum dactyloides,Perennial,Spring and Summer,Green,5.1,7.5,16,60,Intolerant,-23
Triticum,,,,,,,,,
Triticum aestivum,Annual,"Fall, Winter and Spring",Green,5.5,8,10,100,Tolerant,-28
Tsuga,,,,,,,,,
Tsuga canadensis,Perennial,Spring and Summer,Dark Green,4.2,5.7,32,55,Tolerant,-33
Tulipa,,,,,,,,,
Tulipa sylvestris,Perennial,,,,,,,,
Tussilago,,,,,,,,,
Tussilago farfara,Perennial,,,,,,,,
Typha,,,,,,,,,
Typha angustifolia,Perennial,Spring,Green,3.7,8.5,30,60,Intolerant,-33
Typha domingensis,Perennial,,,,,,,,
Typha ?glauca,Perennial,,,,,,,,
Typha latifolia,Perennial,Spring and Summer,Green,5.5,8.7,14,180,Intermediate,-36
Ulmus,,,,,,,,,
Ulmus alata,Perennial,Spring and Summer,Green,5,7,40,70,Tolerant,-18
Ulmus americana,Perennial,Spring and Summer,Green,5,8,15,70,Intermediate,-46
Ulmus parvifolia,Perennial,Spring and Summer,Green,4.8,7,16,55,Intolerant,-13
Ulmus procera,Perennial,,,,,,,,
